설치장소명,세부위치내용,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,수거품목명,수거함수량,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
두성원룸앞클린하우스,,충청북도,충주시,충청북도 충주시 용두제방길 8,,36.96512885,127.8720201,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
CU편의점앞클린하우스,,충청북도,충주시,충청북도 충주시 대학로 28,,36.96528262,127.871535,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
GS편의점앞클린하우스,,충청북도,충주시,충청북도 충주시 대학로 27,,36.96535139,127.8710168,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
월드아트빌클린하우스,,충청북도,충주시,충청북도 충주시 대학로 19-12,,36.96498059,127.8704659,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
파크빌리지앞클린하우스,,충청북도,충주시,,충청북도 충주시 대소원면 검단리 산21-8,36.96732319,127.8755721,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
광덕빌라클린하우스,,충청북도,충주시,,충청북도 충주시 수안보면 온천리 952,36.84729836,127.9963103,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
원지빌라앞동네마당,,충청북도,충주시,,충청북도 충주시 수안보면 온천리 944-2,36.84948323,127.9984947,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
발화마을동네마당,,충청북도,충주시,,충청북도 충주시 수안보면 화천리 557-2,36.8227387319,128.0055135501,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
신원마을동네마당,,충청북도,충주시,충청북도 충주시 수안보면 팔봉로 1197-1,,36.88345808,127.9669024,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
복계마을동네마당,,충청북도,충주시,,충청북도 충주시 수안보면 안보리 78-4,36.83954678,128.0151401419,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
미륵리마을동네마당,,충청북도,충주시,,충청북도 충주시 수안보면 미륵리 227-1,36.82374776,128.0894042,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
수안보면도움센터,,충청북도,충주시,,충청북도 충주시 수안보면 온천리 84,36.84667845,127.9951887,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
용천2리동네마당,,충청북도,충주시,,충청북도 충주시 살미면 용천리 467-7,36.89468238,127.9787509089,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
문산마을동네마당,,충청북도,충주시,,충청북도 충주시 살미면 문강리 451-12,36.89189132,127.9480607,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
향산2리동네마당,,충청북도,충주시,,충청북도 충주시 살미면 향산리 676-8,36.92720947,127.9365827,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
신양2리동네마당,,충청북도,충주시,,충청북도 충주시 주덕읍 신양리 228-26,36.97327487,127.797070,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
조동마을동네마당,,충청북도,충주시,충청북도 충주시 주덕읍 조동길 71,,37.01869899,127.7644134,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
능촌마을동네마당,,충청북도,충주시,,충청북도 충주시 주덕읍 삼청리 420,36.95762299,127.7834294774,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
화곡2리동네마당,,충청북도,충주시,,충청북도 충주시 주덕읍 화곡리 209-2,36.9981649135,127.8061874903,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
목행용탄동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 행정5길 21,,37.01158228,127.917007,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
연수동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 예성로 344,,36.98668723,127.9341578,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
칠금금릉동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 칠금중앙로 37,,36.98211034,127.919361,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
봉방동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 봉방2길 27,,36.97365933,127.9193192,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
달천동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 충원대로 211,,36.9477455,127.9011206,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
호암직동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 호암토성3길 5,,36.95315657,127.9333355,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
문화동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 사직산6길 46,,36.97168461,127.9255302,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
지현동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 지현천변1길 41,,36.9683298,127.9322345,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
용산동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 거룡6길 35,,36.96422307,127.9387184,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
교현2동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 대흥길 46,,36.9814488,127.9290931,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
교현안림동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 금봉대로 410,,36.97153392,127.947726,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
성내충인동행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 충인6길 46,,36.97342526,127.9338737,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
소태면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 소태면 쟁골1길 1,,37.1100295,127.8479579,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
엄정면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 엄정면 내창로 185,,37.08681113,127.9149936,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
산척면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 산척면 동산로 736,,37.08175065,127.955774,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
동량면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 동량면 조돈안길 1,,37.02626331,127.9631586,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
금가면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 금가면 강수로 331,,37.04302299,127.9244423,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
중앙탑면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 중앙탑면 중앙탑길 247,,37.02881038,127.8573313,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
앙성면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 앙성면 가곡로 1005,,37.10918475,127.7507749,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
노은면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 노은면 연하중앙길 15,,37.04815311,127.7538698,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
신니면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 신니면 신덕로 780,,36.99588213,127.7367366,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
대소원면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 대소원면 대소원1길 29,,36.97798009,127.8173119,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
수안보면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 수안보면 관동길 9-9,,36.84732835,127.9943107,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
살미면행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 살미면 세성양지말길 41,,36.90542206,127.9644692,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
주덕읍행정복지센터,,충청북도,충주시,충청북도 충주시 충주시 주덕읍 신덕로 1359,,36.97557103,127.794949,폐형광등+폐LED+폐전지류,1,충청북도 충주시청,043-850-6923,2025-12-01,4390000,충청북도 충주시
갈산동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 흥안대로223번길 30,,37.37614204,126.9661732,배터리+형광등,1,갈산동 행정복지센터,031-8045-4760,2025-12-24,3830000,경기도 안양시
신촌동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 동안로 28,,37.3818047513,126.9563286,배터리+형광등,1,신촌동 행정복지센터,031-8045-4750,2025-12-24,3830000,경기도 안양시
범계동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 평촌대로217번길 63,,37.38976243,126.9525092,배터리+형광등,1,범계동 행정복지센터,031-8045-4740,2025-12-24,3830000,경기도 안양시
호계3동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 경수대로 504,,37.36760893,126.9587908226,배터리+형광등,1,호계3동 행정복지센터,031-8045-4730,2025-12-24,3830000,경기도 안양시
호계2동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 경수대로 657,,37.38064413,126.9532871,배터리+형광등,1,호계2동 행정복지센터,031-8045-4720,2025-12-24,3830000,경기도 안양시
호계1동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 경수대로 538,,37.37086927,126.9583048,배터리+형광등,1,호계1동 행정복지센터,031-8045-4710,2025-12-24,3830000,경기도 안양시
귀인동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 부림로 16(평촌동),,37.38552222,126.9694843,배터리+형광등,1,귀인동 행정복지센터,031-8045-4700,2025-12-24,3830000,경기도 안양시
평안동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 관평로138번길 39,,37.3903999424,126.9642646,배터리+형광등,1,평안동 행정복지센터,031-8045-4690,2025-12-24,3830000,경기도 안양시
평촌동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 흥안대로456번길 21,,37.39466919,126.9770837831,배터리+형광등,1,평촌동 행정복지센터,031-8045-4680,2025-12-24,3830000,경기도 안양시
부림동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 달안로 154,,37.398727,126.9594602,배터리+형광등,1,부림동 행정복지센터,031-8045-4670,2025-12-24,3830000,경기도 안양시
인덕원동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 관양로 215,,37.4022855,126.9710000646,배터리+형광등,1,인덕원동 행정복지센터,031-8045-4660,2025-12-24,3830000,경기도 안양시
관양동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 관평로358번길 46,,37.40614541,126.9614633,배터리+형광등,1,관양동 행정복지센터,031-8045-4650,2025-12-24,3830000,경기도 안양시
달안동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 달안로 65,,37.39609728,126.950181,배터리+형광등,1,달안동 행정복지센터,031-8045-4640,2025-12-24,3830000,경기도 안양시
부흥동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 달안로 28,,37.3936716392,126.9471701401,배터리+형광등,1,부흥동 행정복지센터,031-8045-4630,2025-12-24,3830000,경기도 안양시
비산3동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 운곡로 34,,37.40407096,126.9455806,배터리+형광등,1,비산3동 행정복지센터,031-8045-4620,2025-12-24,3830000,경기도 안양시
비산2동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 관악대로106번길 70,,37.39792785,126.9388358,배터리+형광등,1,비산2동 행정복지센터,031-8045-4610,2025-12-24,3830000,경기도 안양시
비산1동 행정복지센터,,경기도,안양시,경기도 안양시 동안구 비산로 12,,37.399804415,126.9337265,배터리+형광등,1,비산1동 행정복지센터,031-8045-4600,2025-12-24,3830000,경기도 안양시
호현동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 박달로 470,,37.40198831,126.9047082588,배터리+형광등,1,호현동 행정복지센터,031-8045-3730,2025-12-24,3830000,경기도 안양시
박달동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 양화로127번길 9,,37.40366932,126.9091787,배터리+형광등,1,박달동 행정복지센터,031-8045-3720,2025-12-24,3830000,경기도 안양시
충훈동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 충훈로90번길 36,,37.4091972667,126.8994061,배터리+형광등,1,충훈동 행정복지센터,031-8045-3710,2025-12-24,3830000,경기도 안양시
석수2동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 안양로 496,,37.41386486,126.9093924,배터리+형광등,1,석수2동 행정복지센터,031-8045-3700,2025-12-24,3830000,경기도 안양시
석수1동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 경수대로 1252,,37.41963063,126.9106016,배터리+형광등,1,석수1동 행정복지센터,031-8045-3690,2025-12-24,3830000,경기도 안양시
병목안동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 병목안로142번길 12-9,,37.39147905,126.9084271,배터리+형광등,1,병목안동 행정복지센터,031-8045-3680,2025-12-24,3830000,경기도 안양시
명학동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 안양로111번길 17,,37.3842184526,126.932138,배터리+형광등,1,명학동 행정복지센터,031-8045-3670,2025-12-24,3830000,경기도 안양시
안양7동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 덕천로 115,,37.39146779,126.9337438,배터리+형광등,1,안양7동 행정복지센터,031-8045-3660,2025-12-24,3830000,경기도 안양시
안양6동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 안양로170번길 23,,37.39007344,126.9305686,배터리+형광등,1,안양6동 행정복지센터,031-8045-3650,2025-12-24,3830000,경기도 안양시
안양5동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 냉천로157번길 18,,37.39429871,126.9208434,배터리+형광등,1,안양5동 행정복지센터,031-8045-3640,2025-12-24,3830000,경기도 안양시
안양4동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 냉천로193번길 34,,37.39655554,126.917866,배터리+형광등,1,안양4동 행정복지센터,031-8045-3630,2025-12-24,3830000,경기도 안양시
안양3동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 양화로 28,,37.39627876,126.914750,배터리+형광등,1,안양3동 행정복지센터,031-8045-3620,2025-12-24,3830000,경기도 안양시
안양2동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 안양로384번길 50,,37.40508228,126.9178227,배터리+형광등,1,안양2동 행정복지센터,031-8045-3610,2025-12-24,3830000,경기도 안양시
안양1동 행정복지센터,,경기도,안양시,경기도 안양시 만안구 장내로 170,,37.39910064,126.9258994605,배터리+형광등,1,안양1동 행정복지센터,031-8045-3600,2025-12-24,3830000,경기도 안양시
백둔리노인회관,,경기도,가평군,경기도 가평군 북면 백둔로 417-11,,37.9013740515,127.4626456765,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
백둔리마을회관,,경기도,가평군,경기도 가평군 북면 백둔로 417-11,,37.9013740515,127.4626456765,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
가평북중학교,,경기도,가평군,경기도 가평군 북면 석장모루길 13,,37.8793061516,127.5481231897,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
목동초등학교 명지분교,,경기도,가평군,경기도 가평군 북면 가화로 2680,,37.9710146703,127.4546406453,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
목동초등학교,,경기도,가평군,경기도 가평군 북면 석장모루길 13,,37.8793061516,127.5481231897,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
백둔리 마을회관,,경기도,가평군,경기도 가평군 북면 백둔로 417-11,,37.9013740515,127.4626456765,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
제령리 마을회관,,경기도,가평군,경기도 가평군 북면 꽃넘이길 15-6,,37.8944902027,127.5299125790,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
도대2리 마을회관,,경기도,가평군,경기도 가평군 북면 가화로 2462,,37.9595647128,127.4723947520,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
도대1리 마을회관,,경기도,가평군,경기도 가평군 북면 가화로 1922-1,,37.9249579518,127.4946294819,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
조종 도서관,,경기도,가평군,경기도 가평군 조종면 조종희망로26번길 22,,37.8183044593,127.3529658183,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
조종고등학교,,경기도,가평군,경기도 가평군 조종면 연등윗길 22,,37.8145202937,127.3469631944,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
조종중학교,,경기도,가평군,경기도 가평군 조종면 연등윗길 22,,37.8145202937,127.3469631944,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
조종초등학교,,경기도,가평군,경기도 가평군 조종면 조종새싹로 13-9,,37.8215170629,127.3489371645,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
신하리간촌경로당,,경기도,가평군,경기도 가평군 조종면 연인산로150번길 53-3,,37.8307659381,127.3649071686,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
임초2리 마을회관,,경기도,가평군,경기도 가평군 상면 임초밤안골로 50,,37.7648060016,127.3718053914,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
연하2리 경로당,,경기도,가평군,경기도 가평군 상면 역촌길 32,,37.8003235999,127.3462541462,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
연하2리 마을회관,,경기도,가평군,경기도 가평군 상면 역촌길 32,,37.8003235999,127.3462541462,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
연하초등학교,,경기도,가평군,경기도 가평군 상면 비룡로 2199-19,,37.8032569875,127.3425334840,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
율길초등학교,,경기도,가평군,경기도 가평군 상면 청군로 2090,,37.8375670843,127.2887731118,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
상면초등학교,,경기도,가평군,경기도 가평군 상면 청군로 700-22,,37.7760988726,127.3711386348,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
덕현리 마을회관,,경기도,가평군,경기도 가평군 상면 청군로 454,,37.7625928220,127.3940617954,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
농천체험휴양마을,,경기도,가평군,경기도 가평군 상면 음지말로 6,,37.8316229804,127.2913355761,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
연하2리 노인정,,경기도,가평군,경기도 가평군 상면 역촌길 78,,37.7992909890,127.3492777724,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
행현2리 마을회관,,경기도,가평군,경기도 가평군 상면 수목원로 136,,37.7660038090,127.3629472983,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
임초2리 마을회관,,경기도,가평군,경기도 가평군 상면 임초밤안골로 50,,37.7648060016,127.3718053914,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
임초1리 경로당,,경기도,가평군,경기도 가평군 상면 청군로 699-1,,37.7740889364,127.3711534784,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평 도서관,,경기도,가평군,경기도 가평군 청평면 은고개로 31,,37.7396141873,127.4242284055,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평고등학교,,경기도,가평군,경기도 가평군 청평면 강변나루로40번길 23,,37.7314869149,127.4150102667,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평중학교,,경기도,가평군,경기도 가평군 청평면 골안길 7,,37.7434164716,127.4221928021,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
상천초등학교,,경기도,가평군,경기도 가평군 청평면 상천역로19번길 38,,37.7701042524,127.4561034828,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
대성초등학교,,경기도,가평군,경기도 가평군 청평면 경춘로 75,,37.6831245680,127.3777074399,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평초등학교,,경기도,가평군,경기도 가평군 청평면 잠곡로 27,,37.7378730806,127.4218694661,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평한일청구아파트,,경기도,가평군,경기도 가평군 청평면 경춘로 807-18,,37.7384377579,127.4172382063,폐건전지,2,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평삼성쉐르빌아파트,,경기도,가평군,경기도 가평군 청평면 강변나루로 54,,37.7322718122,127.4160421041,폐건전지,4,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
청평경남아너스빌,,경기도,가평군,경기도 가평군 청평면 골안길 7-28,,37.7422443835,127.4216492168,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
이안지안스청평아파트,,경기도,가평군,경기도 가평군 청평면 구청평로 20,,37.7304922465,127.4106762921,폐건전지,2,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
상천4리 마을회관,,경기도,가평군,경기도 가평군 청평면 상지로64번길 3,,37.7690956882,127.4586474553,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
상천3리 마을회관,,경기도,가평군,경기도 가평군 청평면 수리재길 324,,37.7906520463,127.4320812455,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
상천2리 마을회관,,경기도,가평군,경기도 가평군 청평면 상천역로19번길 12,,37.7709417144,127.4540818617,형광램프+폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
북한강코아루아파트,,경기도,가평군,경기도 가평군 설악면 자잠로 86,,37.6842242730,127.4924806766,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
회곡2리 마을회관,,경기도,가평군,경기도 가평군 설악면 다락재로 116,,37.6725002080,127.4596763252,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
회곡1리 마을회관,,경기도,가평군,경기도 가평군 설악면 회곡양지길 10-8,,37.7047722931,127.4474407798,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
천안2리 마을회관,,경기도,가평군,경기도 가평군 설악면 천현길 15,,37.6498719044,127.4757179259,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
천안1리 마을회관,,경기도,가평군,경기도 가평군 설악면 유명로 1086,,37.6350369336,127.4822624314,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
창의리 마을회관,,경기도,가평군,경기도 가평군 설악면 한서로 153-5,,37.6699921165,127.5075973242,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
이천2리 마을회관,,경기도,가평군,경기도 가평군 설악면 다락재로485번길 129,,37.6508180756,127.4473427919,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
이천1리 마을회관,,경기도,가평군,경기도 가평군 설악면 다락재로267번길 13,,37.6638060803,127.4465852906,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
위곡3리 마을회관,,경기도,가평군,경기도 가평군 설악면 한서로210번길 162,,37.6556869080,127.5165408128,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
위곡2리 음동경로회관,,경기도,가평군,경기도 가평군 설악면 샛자리길 14-35,,37.6709637723,127.5219190744,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
위곡1리 마을회관,,경기도,가평군,경기도 가평군 설악면 한서로 365,,37.6716292258,127.5290404712,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
엄소리 마을회관,,경기도,가평군,경기도 가평군 설악면 묵안로 170-46,,37.6477021223,127.4968373279,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
신천3리 마을회관,,경기도,가평군,경기도 가평군 설악면 신천중앙로35번길 22,,37.6741921839,127.4900095946,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
신천2리 노인회관,,경기도,가평군,경기도 가평군 설악면 신천중앙로88번길 26,,37.6786270969,127.4951122508,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
신천1리 마을회관,,경기도,가평군,경기도 가평군 설악면 자잠로 11,,37.6787978731,127.4883078895,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
송산2리 마을회관,,경기도,가평군,경기도 가평군 설악면 미사리로645번길 205,,37.7207708180,127.5259505726,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
송산1리 마을회관,,경기도,가평군,경기도 가평군 설악면 미사리로 291-1,,37.6862772340,127.5234433709,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
설곡리 마을회관,,경기도,가평군,경기도 가평군 설악면 봉미산안길7번길 1-8,,37.6214894596,127.5191962230,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
탐선리노인정,,경기도,가평군,경기도 가평군 설악면 유명로 1718,,37.6770301212,127.4799390149,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
선촌1리 마을회관,,경기도,가평군,경기도 가평군 설악면 자잠로 124,,37.6877846107,127.4933423055,폐건전지,1,경기도 가평군청,031-580-2551,2025-12-24,4160000,경기도 가평군
